1,CP,Black & Yellow,2223A02,346,CP0,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
2,CP,Yellow & Black,2223A02,346,CP1,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
3,CP,Teal & Orange,2223A02,346,CP2,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
4,CP,Orange & Teal,2223A02,346,CP3,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
5,CP,Teal & Red,2223A02,346,CP4,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
6,CP,Red & Teal,2223A02,346,CP5,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
7,CP,Blue & Red,2223A02,346,CP6,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
8,CP,Red & Blue,2223A02,346,CP7,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
9,CP,Grey & Blue,2223A02,346,CP8,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
10,CP,Blue & Grey,2223A02,346,CP9,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
11,CP,Black & Blue,2223A02,346,CP10,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
12,CP,Blue & Black,2223A02,346,CP11,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
13,CP,Blue & White,2223A02,346,CP12,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
14,CP,Red & Black,2223A02,346,CP13,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
15,CP,Clear,2223A02,346,CP14,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
16,CP,Yellow,2223A02,346,CP15,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
17,CP,Purple,2223A02,346,CP16,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
18,CP,Red,2223A02,346,CP17,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
19,CP,Orange,2223A02,346,CP18,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
20,CP,Teal,2223A02,346,CP19,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
23,Dingus,Black,2223A02,N/A,Dingus0,amogus,Student Created,Unknown,Unknown
21,CP,Black & Red,2223A02,346,CP20,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
22,CP,White & Blue,2223A02,346,CP21,This Pog was created to represent the York Tech 2022-2023 class of Computer Programming.,Class Pog,Trash,Mr. Smith
24,York Tech Cyber 22-23,Grey,2223A04,N/A,York Tech Cyber 22-230,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
25,York Tech Cyber 22-23,White,2223A04,N/A,York Tech Cyber 22-231,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
26,York Tech Cyber 22-23,Grey & Red,2223A04,N/A,York Tech Cyber 22-232,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
27,York Tech Cyber 22-23,Black & Red,2223A04,N/A,York Tech Cyber 22-233,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
28,York Tech Cyber 22-23,Red & Black,2223A04,N/A,York Tech Cyber 22-234,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
29,York Tech Cyber 22-23,Black & Grey,2223A04,N/A,York Tech Cyber 22-235,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
30,York Tech Cyber 22-23,Black,2223A04,N/A,York Tech Cyber 22-236,This Pog was created to represent the York Tech Cyber 2022-2023 Class.,Class Pog,Unknown,Mr. Smith
31,Cyber Security,Grey,2223A04,N/A,Cyber Security0,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
32,Cyber Security,Black,2223A04,N/A,Cyber Security1,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
33,Cyber Security,Black & Grey,2223A04,N/A,Cyber Security2,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
34,Cyber Security,Grey & Red,2223A04,N/A,Cyber Security3,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
35,Cyber Security,Black & Red,2223A04,N/A,Cyber Security4,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
36,Cyber Security,Red & Black,2223A04,N/A,Cyber Security5,This Pog was created to represent the York Tech 2022-2023 Cyber Security Class.,Class Pog,Unknown,Mr. Smith
37,PP,Yellow & Red,2223A05,30,PP0,This Pog was created to spite Trey a 2022-2023 Computer Programming Senior. It represents a Pepperoni Pizza.,Teacher Created,Uncommon,Mr. Smith
38,Ivory Hack,White & Iridescent,2223A06,N/A,Ivory Hack0,This pog was made by Mr. Saia the 2020-2022 Computer Networking Class. It was made as a company coin.,Teacher Created,Unknown,Mr. Saia
39,Ivory Hack,Black,2223A06,N/A,Ivory Hack1,This pog was made by Mr. Saia the 2020-2022 Computer Networking Class. It was made as a company coin.,Teacher Created,Unknown,Mr. Saia
40,Ivory Hack,White & Black,2223A06,N/A,Ivory Hack2,This pog was made by Mr. Saia the 2020-2022 Computer Networking Class. It was made as a company coin.,Teacher Created,Unknown,Mr. Saia
41,Ivory Hack,Black & White,2223A06,N/A,Ivory Hack3,This pog was made by Mr. Saia the 2020-2022 Computer Networking Class. It was made as a company coin.,Teacher Created,Unknown,Mr. Saia
42,Bro,White,2223A07,N/A,Bro0,"This Pog was created by Mr Merkert, due to his kids saying 'Bro' to much",Teacher Created,Unknown,Mr. Merkert
43,Bro,Purple,2223A07,N/A,Bro1,"This Pog was created by Mr Merkert, due to his kids saying 'Bro' to much",Teacher Created,Unknown,Mr. Merkert
44,Bro,Blue & Black,2223A07,N/A,Bro2,"This Pog was created by Mr Merkert, due to his kids saying 'Bro' to much",Teacher Created,Unknown,Mr. Merkert
45,Bro,Blue,2223A07,N/A,Bro3,"This Pog was created by Mr Merkert, due to his kids saying 'Bro' to much",Teacher Created,Unknown,Mr. Merkert
46,Bro,Black,2223A07,N/A,Bro4,"This Pog was created by Mr Merkert, due to his kids saying 'Bro' to much",Teacher Created,Unknown,Mr. Merkert
47,AP,Yellow & Green,2223A08,30,AP0,This Pog was created to spite Trey a 2022-2023 Computer Programming Senior. It represents a Anchovie Pizza,Teacher Created,Uncommon,Mr. Smith
48,Water Energy,Blue & Black,2223A09,60,Water Energy0,This Pog is to be used in Pokepogs. This PokePog represents the Water Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
49,Fire Energy,Red & Black,2223A10,60,Fire Energy0,This Pog is to be used in Pokepogs. This PokePogs represents the Fire Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
50,Lightning Energy,Yellow & Black,2223A11,60,Lightning Energy0,This Pog is to be used in Pokepogs. This PokePogs represents the Lighting Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
51,Grass Energy,Green & Black,2223A12,60,Grass Energy0,This Pog is to be used in Pokepogs. This PokePogs represents the Grass Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
52,Psychic Energy,Purple & Black,2223A13,60,Psychic Energy0,This Pog is to be used in Pokepogs. This PokePog represents the Psychic Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
53,Fighting Energy,Orange & Black,2223A15,60,Fighting Energy0,This Pog is to be used in Pokepogs. This PokePogs represents the Fighting Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
54,Emo Boy,Grey & Iridescent,2223A19,30,Emo Boy0,This Pog is in rememberance of Christopher Boldt. A student who had amazing potential but couldn't apply himself,Student Created,Uncommon,Unknown
55,SW,Grey & Black,2223A20,N/A,SW0,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
56,SW,Black,2223A20,N/A,SW1,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
57,SW,White & Grey,2223A20,N/A,SW2,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
58,SW,White,2223A20,N/A,SW3,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
59,SW,Red,2223A20,N/A,SW4,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
60,SW,Green,2223A20,N/A,SW5,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
61,SW,Grey,2223A20,N/A,SW6,This Pog was created to represent the York Tech 2022-2023 class of Computer Software.,Class Pog,Unknown,Mr. Smith
62,Normal Energy,Clear & Iridescent,2223A21,60,Normal Energy0,This Pog is to be used in Pokepogs. This PokePog represents the Normal Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
63,Normal Energy,Grey & Black,2223A21,60,Normal Energy1,This Pog is to be used in Pokepogs. This PokePog represents the Normal Energy allowing certain PokePogs to user certain moves,PokePogs,Common,Mr. Smith
64,Potion Item,Grey,2223A22,N/A,Potion Item0,This Pog was made to represent the Potion Puck in PokePogs,PokePogs,Unknown,Mr. Smith
65,Potion Item,Grey & Black,2223A22,N/A,Potion Item1,This Pog was made to represent the Potion Puck in PokePogs,PokePogs,Unknown,Mr. Smith
66,Luke,Grey,2223A23,30,Luke0,This was a student created pog. This Pog is just Luke's face. Luke was a Junior in the Computer Programming 2022-2023 Computer Programming Class,Student Created,Uncommon,Luke
67,Top Banana,Grey,2223A24,30,Top Banana0,"This Pog was created with to represent a Banana Trophy found with the title 'Top Banana'. This pog was created by Beckham and Alex, Juniors in the 2022-2023 Computer Programming Class",Student Created,Uncommon,Beckham & Alex
68,Anime Girl,Grey,2223A25,30,Anime Girl0,This Pog was made in reference of a Shadowverse Character. This pog was made by Jacob Smith 2022-2023 Computer Programming Class,Student Created,Uncommon,Jacob Smith
69,Ms.Hicks Trainer,Grey,2223A27,N/A,Ms.Hicks Trainer0,This Pog was made to represent the Ms. Hicks Trainer Puck in PokePogs,PokePogs,Unknown,Mr. Smith
70,Ms.Hicks Trainer,Grey & Black,2223A27,N/A,Ms.Hicks Trainer1,This Pog was made to represent the Ms. Hicks Trainer Puck in PokePogs,PokePogs,Unknown,Mr. Smith
71,Poke Flute Item,Grey,2223A28,N/A,Poke Flute Item0,This Pog was made to represent the Poke Flute Puck in PokePogs,PokePogs,Unknown,Mr. Smith
72,Poke Flute Item,Grey & Black,2223A28,N/A,Poke Flute Item1,This Pog was made to represent the Poke Flute Puck in PokePogs,PokePogs,Unknown,Mr. Smith
73,Switch Item,Grey,2223A29,N/A,Switch Item0,This Pog was made to represent the Switch Item Puck in PokePogs,PokePogs,Unknown,Mr. Smith
74,Switch Item,Grey & Black,2223A29,N/A,Switch Item1,This Pog was made to represent the Switch Item Puck in PokePogs,PokePogs,Unknown,Mr. Smith
75,Thunder Stone,Grey & Black,2223A30,N/A,Thunder Stone0,This Pog was made to represent the Thunder Stone Puck in PokePogs,PokePogs,Unknown,Mr. Smith
76,Moon Stone,Grey & Black,2223A30,N/A,Moon Stone0,This Pog was made to represent the Moon Stone Puck in PokePogs,PokePogs,Unknown,Mr. Smith
77,Fire Stone,Grey & Black,2223A31,N/A,Fire Stone0,This Pog was made to represent the Fire Stone Puck in PokePogs,PokePogs,Unknown,Mr. Smith
78,Water Stone,Grey & Black,2223A32,N/A,Water Stone0,This Pog was made to represent the Water Stone Puck in PokePogs,PokePogs,Unknown,Mr. Smith
79,PokePogs QR Code,Grey & Black,2223A34,30,PokePogs QR Code0,This Pog is the QR Code for the PokePogs Discord Server,PokePogs,Uncommon,Mr. Smith
80,Focus Sash,Black & Grey,2223A35,30,Focus Sash0,This Pog was made to represent the Focus Sash Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
81,Silph Scope,Black & Grey,2223A36,30,Silph Scope0,This Pog was made to represent the Silph Scope Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
82,Berry,Black & Grey,2223A37,30,Berry0,This Pog was made to represent the Berry Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
83,HM01 Cut,Black & Grey,2223A38,30,HM01 Cut0,This Pog was made to represent the HM Cut Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
84,HM02 Fly,Black & Grey,2223A39,30,HM02 Fly0,This Pog was made to represent the HM Fly Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
85,HM03 Surf,Black & Grey,2223A40,30,HM03 Surf0,This Pog was made to represent the HM Surf Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
86,HM04 Dig,Black & Grey,2223A41,30,HM04 Dig0,This Pog was made to represent the HM Dig Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
88,Bike,Black & Grey,2223A42,30,Bike0,This Pog was made to represent the Bike Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
88,SS Anne Ticket,Black & Grey,2223A43,30,SS Anne Ticket0,This Pog was made to represent the SS Anne Ticket Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
89,Fishing Rod,Black & Grey,2223A44,30,Fishing Rod0,This Pog was made to represent the Fishing Rod Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
90,Full Heal,Black & Grey,2223A45,30,Full Heal0,This Pog was made to represent the Full Heal Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
91,Juice Games,Purple & Green,2223A46,30,Juice Games0,"This Pog was crowd funded by the company Juice Games. The founders of the Company were Tyler Siegmund, John Eckert, and Will Shealer.",Student Created,Uncommon,"Tyler Siegmund, John Eckert, & Will Shealer"
92,Old Amber,Black & Grey,2223A47,30,Old Amber0,This Pog was made to represent the Old Amber Item Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
93,Questioning,"Green, Blue, White & Black",2223A48,30,Questioning0,This pog was drawn by Jenna Mellen a senior in the 2021-2022 Computer Programming Class and was made to test the multi-color printing,Student Created,Uncommon,Jenna Mellen
94,Bronze Pog,Bronze & Teal,2223A48,30,Bronze Pog0,Having 5 of these Pog's allows for you to trade up for a single silver pog.,Teacher Created,Uncommon,Mr. Smith
95,Gold Pog,Gold & Silver,2223A48,30,Gold Pog0,"Having One of these pogs allow for you to request almost, as long as its ok with smith, anything but is mostly used for letters of recommendation.",Teacher Created,Uncommon,Mr. Smith
96,Silver Pog,Silver & Bronze,2223A48,30,Silver Pog0,Having 5 Silver Pog's allow for you to trade up to a gold pog.,Teacher Created,Uncommon,Mr. Smith
97,Dragon Ball,Yellow & Red 1 Star,2223A50,7,Dragon Ball0,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
98,Dragon Ball,Yellow & Red 2 Star,2223A50,7,Dragon Ball1,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
99,Dragon Ball,Yellow & Red 3 Star,2223A50,7,Dragon Ball2,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
100,Dragon Ball,Yellow & Red 4 Star,2223A50,7,Dragon Ball3,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
101,Dragon Ball,Yellow & Red 5 Star,2223A50,7,Dragon Ball4,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
102,Dragon Ball,Yellow & Red 6 Star,2223A50,7,Dragon Ball5,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
103,Dragon Ball,Yellow & Red 7 Star,2223A50,7,Dragon Ball6,These pogs represent the earth dragon balls. Sadly since they are fictional nothing happens if you collect all 7.,Teacher Created,Rare,Mr. Smith
104,Butter Pog,Yellow & Black,2223A51,30,Butter Pog0,"This pog was made for the RoboDog's Tag. The pog was made after the meme 'Butter Dog, the dog with the butter on it, butter dog",Teacher Created,Uncommon,Mr. Smith
105,Butter Pog,Black & Yellow,2223A51,30,Butter Pog1,"This pog was made for the RoboDog's Tag. The pog was made after the meme 'Butter Dog, the dog with the butter on it, butter dog",Teacher Created,Uncommon,Mr. Smith
106,This is a joke,White & Black,2223A52,30,This is a joke0,This pog was created because Mr. Smith got in trouble for using unprofessional language in the weekly review.,Teacher Created,Uncommon,Mr. Smith
107,Merkert Trainer,Blue & Green,2223A53,30,Merkert Trainer0,This Pog was made to represent the Merkert Trainer Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
108,Menacing,"Green, Purple & Gold",2223A54,30,Menacing0,Was that a JoJo reference,Student Created,Uncommon,Unknown
109,Igglybuff,White & Grey,2223B25,30,Igglybuff0,This Pog was made to represent the Igglybuff Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
110,Magikarp,White & Blue,2223B26,30,Magikarp0,This Pog was made to represent the Magikarp Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
111,Pichu,White & Yellow,N/A,30,Pichu0,This Pog was made to represent the Pichu Puck in PokePogs,PokePogs,Uncommon,Mr. Smith
112,Discord,"Multicolor, White & Green w/Black Trim",2223C01,30,Discord0,This Pog represents the communication platform discord.,Teacher Created,Uncommon,Mr. Smith
113,Playstation,Blue,N/A,N/A,Playstation0,This Pog represents a console of an era long gone. This pog is representing the console rumored to be called 'Playstation'. This Pog was created by Jayson Ziegler a Senior in the 2022-2023 Computer Programming Class but was printed by Chris Mooney a Senior in the 2021-2022 Computer Programming Class,Student Created,Unknown,Jayson Ziegler & Chris Mooney
114,Xbox,Blue,N/A,N/A,Xbox0,This Pog represents a console of an era long gone. This pog is representing the console rumored to be called 'Xbox'. This Pog was created by Jayson Ziegler a Senior in the 2022-2023 Computer Programming Class but was printed by Chris Mooney a Senior in the 2021-2022 Computer Programming Class,Student Created,Unknown,Jayson Ziegler & Chris Mooney
115,Hunter,Blue,N/A,N/A,Hunter0,This Pog was created by Jayson Ziegler a Senior in the 2022-2023 Computer Programming Class but was printed by Chris Mooney a Senior in the 2021-2022 Computer Programming Class,Student Created,Unknown,Jayson Ziegler & Chris Mooney
116,Arc Reactor,Blue,N/A,N/A,Arc Reactor0,This Pog was created by Chris Mooney a Senior in the 2021-2022 Computer Programming Class,Student Created,Unknown,Chris Mooney
117,OG Arc Reactor,Blue,N/A,N/A,OG Arc Reactor0,"This Pog was made to represent a Titan Core from Titanfall, But due to Public Opinion it was renamed. This Pog was created by Jayson Ziegler a Senior in the 2022-2023 Computer Programming Class but was printed by Chris Mooney a Senior in the 2021-2022 Computer Programming Class",Student Created,Unknown,Jayson Ziegler & Chris Mooney
118,Radioactive,Blue,N/A,N/A,Radioactive0,Imagine Dragons. This Pog was created by Chris Mooney a Senior in the 2021-2022 Computer Programming Class.,Student Created,Unknown,Chris Mooney
119,Gaming Mode,Green,N/A,N/A,Gaming Mode0,When you put on these glasses you will enter the world of the game,Student Created,Unknown,Unknown
120,PogChamp,Grey,N/A,N/A,PogChamp0,"This Pog was the first Pog ever created for the class. It was created under the meme 'Ugh Fine, I guess you are my lil PogChamp",Teacher Created,Unknown,Mr. Smith
121,PogChamp,Green,N/A,N/A,PogChamp1,"This Pog was the first Pog ever created for the class. It was created under the meme 'Ugh Fine, I guess you are my lil PogChamp",Teacher Created,Unknown,Mr. Smith
122,PogChamp,Red,N/A,N/A,PogChamp2,"This Pog was the first Pog ever created for the class. It was created under the meme 'Ugh Fine, I guess you are my lil PogChamp",Teacher Created,Unknown,Mr. Smith
123,PogChamp,Purple,N/A,N/A,PogChamp3,"This Pog was the first Pog ever created for the class. It was created under the meme 'Ugh Fine, I guess you are my lil PogChamp",Teacher Created,Unknown,Mr. Smith
124,Blappeture,Grey,N/A,N/A,Blappeture0,Blapperture Mesa is the leading YTECH Appliance and Electronics developer. This pog was made by Trey Floto a senior in the 2022-2023 Computer Programming class,Student Created,Unknown,Trey Floto
125,Blappeture,Black,N/A,N/A,Blappeture1,Blapperture Mesa is the leading YTECH Appliance and Electronics developer. This pog was made by Trey Floto a senior in the 2022-2023 Computer Programming class,Student Created,Unknown,Trey Floto
126,Blappeture,Blue,N/A,N/A,Blappeture2,Blapperture Mesa is the leading YTECH Appliance and Electronics developer. This pog was made by Trey Floto a senior in the 2022-2023 Computer Programming class,Student Created,Unknown,Trey Floto
127,Blappeture,Purple,N/A,N/A,Blappeture3,Blapperture Mesa is the leading YTECH Appliance and Electronics developer. This pog was made by Trey Floto a senior in the 2022-2023 Computer Programming class,Student Created,Unknown,Trey Floto
128,Worse Company,Grey,N/A,N/A,Worse Company0,"A bunch of gifted students got together and made a company. This pog represents that company. This pog was created by Jenna and Dylan, Seniors of the 2021-2022 Computer Programming Class and Riley, a Senior from the 2022-2023 Computer Programming Class",Student Created,Unknown,"Jenna, Dylan, and Riley"
129,Worse Company,Red,N/A,N/A,Worse Company1,"A bunch of gifted students got together and made a company. This pog represents that company. This pog was created by Jenna and Dylan, Seniors of the 2021-2022 Computer Programming Class and Riley, a Senior from the 2022-2023 Computer Programming Class",Student Created,Unknown,"Jenna, Dylan, and Riley"
130,Worse Company,Blue,N/A,N/A,Worse Company2,"A bunch of gifted students got together and made a company. This pog represents that company. This pog was created by Jenna and Dylan, Seniors of the 2021-2022 Computer Programming Class and Riley, a Senior from the 2022-2023 Computer Programming Class",Student Created,Unknown,"Jenna, Dylan, and Riley"
131,Worse Company,Purple,N/A,N/A,Worse Company3,"A bunch of gifted students got together and made a company. This pog represents that company. This pog was created by Jenna and Dylan, Seniors of the 2021-2022 Computer Programming Class and Riley, a Senior from the 2022-2023 Computer Programming Class",Student Created,Unknown,"Jenna, Dylan, and Riley"
132,Ghost,Grey,N/A,N/A,Ghost0,This pog was made because we need a quick and easy design because we didnt have alot of pogs yet.,Teacher Created,Unknown,Mr. Smith
133,Ghost,Red,N/A,N/A,Ghost1,This pog was made because we need a quick and easy design because we didnt have alot of pogs yet.,Teacher Created,Unknown,Mr. Smith
134,Ghost,Purple,N/A,N/A,Ghost2,This pog was made because we need a quick and easy design because we didnt have alot of pogs yet.,Teacher Created,Unknown,Mr. Smith
135,York Tech Cyber,Black & Yellow,N/A,N/A,York Tech Cyber0,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
136,York Tech Cyber,Black & White,N/A,N/A,York Tech Cyber1,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
137,York Tech Cyber,Black,N/A,N/A,York Tech Cyber2,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
138,York Tech Cyber,White,N/A,N/A,York Tech Cyber3,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
139,York Tech Cyber,Grey,N/A,N/A,York Tech Cyber4,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
141,York Tech Cyber,Yellow,N/A,N/A,York Tech Cyber5,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
141,York Tech Cyber,Blue,N/A,N/A,York Tech Cyber6,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
142,York Tech Cyber,Blue & Black,N/A,N/A,York Tech Cyber7,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
143,York Tech Cyber,Green,N/A,N/A,York Tech Cyber8,This Pog was created to represent the York Tech Cyber Class.,Class Pog,Unknown,Mr. Smith
144,Floto,Grey,N/A,N/A,Floto0,Go with the Floto. This Pog was made to have Trey's face on it. Trey is a Senior in the 2022-2023 Computer Programming Class,Student Created,Unknown,Trey Floto
145,Floto,Green,N/A,N/A,Floto1,Go with the Floto. This Pog was made to have Trey's face on it. Trey is a Senior in the 2022-2023 Computer Programming Class,Student Created,Unknown,Trey Floto
146,Floto,Clear,N/A,N/A,Floto2,Go with the Floto. This Pog was made to have Trey's face on it. Trey is a Senior in the 2022-2023 Computer Programming Class,Student Created,Unknown,Trey Floto
147,Floto,Purple,N/A,N/A,Floto3,Go with the Floto. This Pog was made to have Trey's face on it. Trey is a Senior in the 2022-2023 Computer Programming Class,Student Created,Unknown,Trey Floto
148,Pikachu,Yellow,N/A,N/A,Pikachu0,This Pog was made to represent the Pikachu Puck in PokePogs,PokePogs,Unknown,Mr. Smith
149,Raichu,Yellow,N/A,N/A,Raichu0,This Pog was made to represent the Raichu Puck in PokePogs,Teacher Created,Unknown,Mr. Smith
150,Fallout,Iridescent,N/A,1,Fallout0,Based on a vault door in fallout character Vault Boy.,Teacher Created,Mythic,Mr. Smith
